title,author,rating,gender,publisher,publishDate
Time and Chance,Sharon Kay Penman,4.29,w,Ballantine Books,February 4th 2003
Turtle in Paradise,Jennifer L. Holm,3.94,w,Random House Books for Young Readers,May 11th 2010
Benito Cereno,Herman Melville,3.59,m,Bedford/St. Martin's,December 19th 2006
Saint Francis,Nikos Kazantzakis,4.07,m,Loyola Classics,April 1st 2005
The Unknown Ajax,Georgette Heyer,4.08,w,Arrow,January 6th 2005
Wethering the Storm,Samantha Towle,4.32,w,Montlake Romance,August 20th 2013
The Museum of Extraordinary Things,Alice Hoffman,3.74,w,Scribner,February 18th 2014
Above Suspicion,Helen MacInnes,3.85,w,Houghton Mifflin Harcourt Publishing,March 15th 1998
The Seven Daughters of Eve: The Science That Reveals Our Genetic Ancestry,Bryan Sykes,3.99,m,W. W. Norton Company,July 17th 2001
Jennie Gerhardt,Theodore Dreiser,4.05,m,Pine Street Books,July 11th 2006
Bee Season,Myla Goldberg,3.57,m,Anchor,May 15th 2001
A Time to Dance,Karen Kingsbury,4.29,w,Thorndike Press,April 28th 2006
Heretic,Bernard Cornwell,4.15,m,HarperTorch,September 2004
Once a Witch,Carolyn MacCullough,3.75,w,Clarion Books,September 14th 2009
A Filha do Capitão,José Rodrigues dos Santos,3.95,m,Gradiva,November 2004
Desecration,"Tim LaHaye, Jerry B. Jenkins",4.02,m;m,Tyndale House Publishers,May 20th 2002
The Fallen and Leviathan,Thomas E. Sniegoski,3.75,m,Simon Pulse,March 8th 2011
Shades of Gray,Brooke McKinley,4.04,w,Dreamspinner Press,October 19th 2009
The Tale of Benjamin Bunny,Beatrix Potter,4.24,w,Warne,March 7th 2002
The Neutronium Alchemist,Peter F. Hamilton,4.26,m,Pan Books,October 9th 1998
King Dork,Frank Portman,3.55,m,Delacorte Press,April 11th 2006
A Writer's Diary,Virginia Woolf,4.26,w,Mariner Books,March 31st 2003
The Marriage Merger,Jennifer Probst,4.02,w,Gallery Books,July 30th 2013
Tied,Emma Chase,4.24,w,Gallery Books,October 7th 2014
Rosemary and Rue,Seanan McGuire,3.76,m,DAW BOOKS Inc,September 1st 2009
Fable,Chanda Hahn,4.24,w,Smashwords Edition,August 27th 2013
Forever Consumed,Skyla Madi,4.17,w,,"The Ultimate List of Fighter Romance

415 books — 2,542 voters
Best Books of 2014

3,462 books — 6,186 voters"
The Art of Love,Ovid,3.82,m,Modern Library,October 8th 2002
By Your Side,Kasie West,3.86,m,HarperTeen,January 31st 2017
The Urantia Book,Urantia Foundation (Editor),4.03,m,Urantia Foundation,June 1st 2008
"Very Good, Jeeves!",P.G. Wodehouse,4.35,m,W. W. Norton Company,July 5th 2011
Moonraker's Bride,Madeleine Brent,4.31,w,Souvenir Press,January 1st 1973
Look Back in Anger,John Osborne,3.58,m,Penguin Books,November 18th 1982
When Strangers Marry,Lisa Kleypas,3.68,w,Avon,August 1st 2002
The Seat of the Soul,Gary Zukav,4.0,m,Simon & Schuster,2012
To Win Her Heart,Karen Witemeyer,4.21,w,Bethany House Publishers,May 1st 2011
The Elves of Cintra,Terry Brooks,4.11,m,Del Rey/Ballantine,August 28th 2007
A Shadow in Summer,Daniel Abraham,3.61,m,Tor Books,March 7th 2006
The Everafter War,Michael Buckley,4.34,m,Amulet Books,May 1st 2009
The Suitcase Kid,Jacqueline Wilson,3.65,w,Yearling,October 5th 2006
Mate Set,Laurann Dohner,3.86,m,Ellora's Cave Publishing,September 3rd 2010
Explorers on the Moon,Hergé,4.2,m,Egmont Childrens Books,November 4th 2002
Rock Chick Reckoning,Kristen Ashley,4.42,w,,November 13th 2011
Number9Dream,David Mitchell,3.91,m,Random House Trade Paperbacks,February 11th 2003
Rival,Penelope Douglas,4.14,w,Penguin Group (USA),August 26th 2014
What Do You Care What Other People Think?,Richard P. Feynman,4.24,m,W.W. Norton & Company,January 11th 2001
Forever You,Sandi Lynn,4.18,m,,May 28th 2013
Tales of the Unexpected,Roald Dahl,4.17,m,Random House Vintage Books,July 14th 1990
Promised,Jodi Ellen Malpas,4.12,w,Forever (Grand Central Publishing),July 17th 2014
Winter Turning,Tui T. Sutherland,4.59,m,Scholastic Press,June 30th 2015
Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,3.94,m,W. W. Norton Company,April 4th 2017
Sixty Stories,Donald Barthelme,4.19,m,Penguin Books Ltd,April 7th 2005
Sea Swept,Nora Roberts,4.24,w,Berkley Books,January 1st 1998
Sandstorm,James Rollins,3.95,m,HarperCollins Publishers,May 1st 2005
The Faerie Queene,Edmund Spenser,3.57,m,Penguin Classics,June 29th 1978
A Civil Contract,Georgette Heyer,3.8,w,Arrow,June 2nd 2005
Running Blind,Lee Child,4.1,m,Jove,July 1st 2001
"Safe Area Goražde: The War in Eastern Bosnia, 1992-1995",Joe Sacco,4.29,m,Fantagraphics Books,January 28th 2001
The Velvet Promise,Jude Deveraux,4.01,m,Pocket Books,January 1st 1991
On Ugliness,Umberto Eco,3.85,m,Rizzoli International Publications,October 30th 2007
Emily Climbs,L.M. Montgomery,4.15,m,Starfire,June 1st 1983
Bittersweet,Sarah Ockler,3.76,w,Simon Pulse,January 3rd 2012
Sophie & Carter,Chelsea Fine,3.82,w,Acacia Publishing,July 25th 2011
A Christmas Carol / The Chimes / The Cricket on the Hearth,Charles Dickens,4.13,m,Barnes Noble Classics,March 25th 2004
Address Unknown,Kathrine Kressmann Taylor,4.19,w,Washington Square Press,April 1st 2001
The Naked God,Peter F. Hamilton,4.21,m,Macmillan,October 8th 1999
Rise to Rebellion,Jeff Shaara,4.19,m,Ballantine Books,June 29th 2004
We Need New Names,NoViolet Bulawayo,3.74,m,Reagan Arthur Books,May 21st 2013
Nervous Conditions,Tsitsi Dangarembga,3.99,m,Seal Press (CA),November 29th 2004
Muhammad: His Life Based on the Earliest Sources,Martin Lings,4.57,m,Inner Traditions,October 6th 2006
How to Twist a Dragon's Tale,Cressida Cowell,4.22,m,,July 1st 2008 
"xxxHolic, Vol. 1",CLAMP,4.15,m,Del Rey,April 27th 2004
Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,4.04,w,Anchor,December 1st 1995
Fifteen,Beverly Cleary,3.93,w,HarperTrophy,January 2nd 2007
Gingerbread,Rachel Cohn,3.63,w,Simon Pulse,May 25th 2004
Goddess of the Night,Lynne Ewing,3.81,w,Volo,August 7th 2000
Alicia,Alicia Appleman-Jurman,4.14,w,Bantam,December 1st 1989
Mythologies,Roland Barthes,4.1,m,Hill and Wang,1972
The Wheel of Fortune,Susan Howatch,4.11,w,Fawcett,April 12th 1985
Acts of Faith,Erich Segal,3.9,m,Bantam,March 1st 1993
"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,3.85,m,Washington Square Press,May 22nd 2001
Glory Road,Robert A. Heinlein,3.78,m,Orb Books,March 21st 2006
Story of a Girl,Sara Zarr,3.66,w,"Little, Brown Books for Young Readers",January 10th 2007
To Catch a Pirate,Jade Parker,3.76,w,Point,May 1st 2007
Unveiled: Tamar,Francine Rivers,4.29,w,Tyndale House Publishers,May 1st 2000
"Bearing the Cross: Martin Luther King, JR., and the Southern Christian Leadership Conference",David J. Garrow,4.33,m,Harper Perennial,January 6th 1999
Molloy,Samuel Beckett,4.06,m,Grove Press,January 12th 1994
A Muralha de Gelo,George R.R. Martin,4.47,m,Edições Saída de Emergência,September 24th 2007
Wittgenstein's Mistress,David Markson,3.98,m,Dalkey Archive Press,May 1st 1988
Hot Head,Damon Suede,4.02,m,Dreamspinner Press,June 15th 2011
Hardpressed,Meredith Wild,4.26,m,Forever,April 7th 2015
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,3.7,w,Thomas Nelson,February 6th 2018
Anywhere But Here,Mona Simpson,3.55,w,Atlantic Books,2004
The Second Chronicles of Thomas Covenant,Stephen R. Donaldson,4.02,m,HarperCollins Publishers,1994
A Rush of Wings,Adrian Phoenix,3.6,m,Gallery Books,January 8th 2008
Match Me If You Can,Susan Elizabeth Phillips,4.13,w,AVON Books,August 2006
The Squire's Tale,Gerald Morris,3.99,m,Laurel Leaf,January 11th 2000
Dancing in My Nuddy-Pants,Louise Rennison,4.01,w,Harper Tempest,March 4th 2003
"The Autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,4.32,m,Grand Central Publishing,January 1st 2001
Ascension,Caris Roane,3.77,w,St. Martin's Paperbacks,December 28th 2010
The Cornish Trilogy: The Rebel Angels; What's Bred in the Bone; The Lyre of Orpheus,Robertson Davies,4.44,m,Penguin Books,February 1st 1992
Seer of Sevenwaters,Juliet Marillier,4.05,w,Roc Hardcover,December 7th 2010
The Bones of Makaidos,Bryan Davis,4.46,m,Living Ink Books,March 9th 2009
If You Dare,Kresley Cole,4.0,m,Pocket Books,May 1st 2005
The Man From St. Petersburg,Ken Follett,3.89,m,NAL,June 3rd 2003
Pompeii,Robert Harris,3.82,m,Random House Trade Paperbacks,November 8th 2005
The Sable Quean,Brian Jacques,4.13,m,Philomel,February 23rd 2010
هشت کتاب,Sohrab Sepehri,4.13,m,طهوری,2002
Finding Eden,Mia Sheridan,4.35,w,,October 5th 2014 
Pucked,Helena Hunting,4.0,w,Helena Hunting,May 3rd 2015
"The Green Mile, Part 1: The Two Dead Girls",Stephen King,4.52,m,Bt Bound,October 1st 1996
The Distance To Home,Jenn Bishop,4.29,w,Random House/Knopf Children’s,June 28th 2016
"The Josephine Bonaparte Collection: The Many Lives and Secret Sorrows of Josephine B., Tales of Passion, Tales of Woe, and the Last Great Dance on Earth",Sandra Gulland,4.46,w,Touchstone,October 22nd 2002
Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.77,m,Zondervan Publishing Company,July 31st 2005
Loser,Jerry Spinelli,3.73,m,HarperCollins,July 29th 2002
Cultural Amnesia: Necessary Memories from History and the Arts,Clive James,4.12,m,W. W. Norton Company,March 17th 2007
Tennyson's Poetry,Alfred Tennyson,4.07,m,W. W. Norton & Company,January 17th 1999
Cast in Silence,Michelle Sagara,4.21,w,Harlequin Books SA,August 2009
The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,4.34,m,"Darton, Longman and Todd",May 1st 1994
How to Travel with a Salmon and Other Essays,Umberto Eco,3.85,m,Houghton Mifflin,December 1st 1994
Claiming the Highlander,Kinley MacGregor,4.1,m,Avon,March 5th 2002
Mapp and Lucia,E.F. Benson,4.24,m,Black Swan,July 1st 2004
Shalimar the Clown,Salman Rushdie,3.88,m,Random House Trade,October 10th 2006
Swift as Desire,Laura Esquivel,3.6,w,Anchor,August 27th 2002
There Are Doors,Gene Wolfe,3.63,m,Orb Books,October 9th 2001
Civil War: A Marvel Comics Event,Mark Millar  (Writer),4.06,m,Marvel,April 11th 2007
Peter the Great: His Life and World,Robert K. Massie,4.17,m,W&N,April 19th 2001
"Owl at Home (I Can Read, Level 2)",Arnold Lobel,4.19,m,HarperCollins,October 18th 1982
The People in the Trees,Hanya Yanagihara,3.7,m,Doubleday,August 13th 2013
1919,أحمد مراد,3.65,m,دار الشروق,April 3rd 2014
Half Girlfriend,Chetan Bhagat,3.14,m,Rupa Publications India,September 30th 2014
In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,4.04,m,Bantam Books,September 1984
Valentine (Blood Guardian),Lucian Bane,4.46,m,,July 7th 2016
Awakening: The Shard Chronicles Book 1,Ono Northey,4.46,m,,January 4th 2019
Elective Affinities,Johann Wolfgang von Goethe,3.73,m,Oxford University Press,March 4th 1999
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,w,Simon & Schuster,October 1st 1995
Angry Housewives Eating Bon Bons,Lorna Landvik,3.8,w,Fawcett,March 29th 2005
Angels Flight,Michael Connelly,4.18,m,Warner Books (NY),January 5th 2000
"Right Ho, Jeeves",P.G. Wodehouse,4.32,m,Hard Press,November 3rd 2006
A Day No Pigs Would Die,Robert Newton Peck,3.56,m,Knopf,December 12th 1972
While I Live,John Marsden,3.76,m,Scholastic Press,April 1st 2007
The Darkest Whisper,Gena Showalter,4.32,w,HQN Books,September 1st 2009
Dragonflight / Dragonquest,Anne McCaffrey,4.47,w,Fantastic Audio,October 10th 2002
How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer,4.18,m,Crossway Books,April 1st 1983
All These Things I've Done,Gabrielle Zevin,3.7,w,"Farrar, Straus and Giroux (BYR)",September 6th 2011
Shug,Jenny Han,3.99,w,Simon Schuster Books for Young Readers,May 1st 2006
Thief's Covenant,Ari Marmell,3.69,m,Pyr,February 21st 2012
Avoiding Responsibility,K.A. Linde,4.07,m,Createspace,December 1st 2012
Immortal Hearts,Ellen Schreiber,4.19,w,Katherine Tegen Books,May 15th 2012
Kargaroth: A Tale of the Great Onion Knighthood,"Mark B. Frost , Andrew W. Bunny",4.73,m;m,Icerabbit Publishing,January 3rd 2019
"Nausicaä of the Valley of the Wind, Vol. 1",Hayao Miyazaki (Scriptwriter/Illustrator),4.47,m,VIZ Media,March 10th 2004
Praise to the Man,Gerald N. Lund,4.36,m,Bookcraft,October 10th 1998
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 2",CLAMP,4.28,m,The Random House Publishing Group,September 2004
Chesapeake Blue,Nora Roberts,4.18,w,Berkley Books,January 27th 2004
Superfudge,Judy Blume,3.99,w,Puffin Books,April 5th 2007
Chill of Fear,Kay Hooper,4.18,m,Bantam,June 27th 2006
The Anatomy of Melancholy,Robert Burton,4.17,m,NYRB Classics,April 28th 2001
Take One,Karen Kingsbury,4.2,w,Zondervan,March 5th 2009
Deal Breaker,Harlan Coben,3.95,m,Delacorte Press,July 25th 2006
The Silent Governess,Julie Klassen,4.02,w,Bethany House,February 1st 2010
Mary Stewart's Merlin Trilogy,Mary Stewart,4.39,m,Harper Voyager,September 7th 2004
Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),Gary Zukav,3.97,m,Perennial Classics,August 1st 2001
The Eleventh Commandment,Jeffrey Archer,3.93,m,HarperTorch,April 7th 1999
Croak,Gina Damico,3.92,w,Houghton Mifflin Harcourt,March 20th 2012
Moon,Laurann Dohner,4.29,m,Ellora's Cave,April 28th 2013
The Power of Positive Thinking,Norman Vincent Peale,4.14,m,Fireside Books,May 1st 2007
Flaskepost fra P,Jussi Adler-Olsen,4.02,m,Politikens forlag,October 1st 2009
The Marriage Mistake,Jennifer Probst,3.94,w,,November 6th 2012
He Loves Lucy,Susan Donovan,3.86,w,St. Martin's Paperbacks,April 5th 2005
Marked in Flesh,Anne Bishop,4.28,w,Roc,March 8th 2016
The Porcupine of Truth,Bill Konigsberg,3.9,m,Arthur A. Levine books,May 26th 2015
Hungry Angel,Lucian Bane,4.49,m,,July 7th 2016
The Powerbook,Jeanette Winterson,3.65,w,Vintage,May 3rd 2001
An Artist of the Floating World,Kazuo Ishiguro,3.76,m,Faber and Faber,March 3rd 2005
Industrial Magic,Kelley Armstrong,4.13,m,Spectra Books,March 27th 2007
Hygiène de l'assassin,Amélie Nothomb,3.76,w,Le Livre de Poche,January 6th 2005
Phenomenal Woman: Four Poems Celebrating Women,Maya Angelou,4.56,w,Random House,January 17th 1995
The Bounty Mutiny,"William Bligh, Edward Christian",3.9,m;m,Penguin Classics,May 1st 2001
Gut Symmetries,Jeanette Winterson,3.8,w,Random House Value Publishing,March 25th 1997
Enshadowed,Kelly Creagh,3.96,m,Atheneum,August 28th 2012
Death in the Clouds,Agatha Christie,3.83,w,HarperCollins,2001
Room on the Broom,"Julia Donaldson, Axel Scheffler",4.43,w;m,Puffin Books,August 25th 2003
Undertow,Michael Buckley,3.87,m,HMH Books for Young Readers,May 5th 2015
Free Will,Sam Harris,3.87,m,Free Press,March 6th 2012
Things We Know by Heart,Jessi Kir,3.98,m,HarperTeen,April 21st 2015
The Bridge Across Forever: A True Love Story,Richard Bach,3.85,m,William Morrow Paperbacks,November 21st 2006
The Cat Who Walks Through Walls,Robert A. Heinlein,3.71,m,Ace Books,June 1st 1988
The Pleasantries of the Incredible Mulla Nasrudin,Idries Shah,4.36,m,Penguin Books,July 1st 1993
Black Cross,Greg Iles,4.2,m,New American Library,October 1st 2001
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.13,m,W. W. Norton & Company,September 17th 1990
Guitar Notes,Mary Amato,4.05,m,EgmontUSA,July 24th 2012
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,"Gary Keller , Jay Papasan",4.12,m;m,Bard Press (TX),April 1st 2013
Wish,Barbara O'Connor,4.31,w,"Farrar, Straus and Giroux (BYR)",August 30th 2016
Jackaroo,Cynthia Voigt,3.92,w,Simon Pulse,July 1st 2003
Poor Folk,Fyodor Dostoyevsky,3.77,m,Wildside Press,September 1st 2003
The Wonder Spot,Melissa Bank,3.28,w,Penguin Books,May 30th 2006
"20th Century Boys, Band 01",Naoki Urasawa,4.37,m,Planet Manga,February 28th 2002
"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",Brennan Manning,4.18,m,Multnomah,June 8th 2000
A Girl's Guide to Vampires,Katie MacAlister,3.71,w,Love Spell,November 1st 2003
The Mabinogion,Anonymous,3.95,m,Penguin Classics,August 26th 1976
The Magic Toyshop,Angela Carter,3.85,w,Penguin Books,August 1st 1996
Superman for All Seasons,Jeph Loeb (Writer),4.1,m,DC Comics,September 25th 2002
Crocodile Tears,Anthony Horowitz,4.19,m,Philomel Books,November 17th 2009
Look Me in the Eye: My Life with Asperger's,John Elder Robison,3.91,m,Crown,September 25th 2007
Olympos,Dan Simmons,3.95,m,Harper Voyager,July 25th 2006
Games of the Heart,Kristen Ashley,4.4,w,Kristen Ashley,March 15th 2012
My Life as a Man,Philip Roth,3.72,m,Vintage,January 13th 1994
Black Unicorn,Tanith Lee,3.88,m,iBooks,December 1st 2005
In This Moment,Autumn Doughton,3.95,w,CreateSpace Independent Publishing Platform,December 16th 2013
The Persian Expedition,Xenophon,4.09,m,Penguin Classics,January 29th 2004
Endgame,C.J. Daugherty,4.18,m,Little Brown/Atom (UK),June 4th 2015
Kaden,Synne Jakobsen,4.28,w,Blvnp Publishing Incorporated,July 30th 2015
George,Alex Gino,4.06,m,Scholastic Inc.,August 25th 2015
Three Guineas,Virginia Woolf,3.88,w,Mariner Books,July 3rd 2006
"Fruits Basket, Vol. 7",Natsuki Takaya,4.41,m,Tokyopop,February 8th 2005
The Thurber Carnival,James Thurber,4.23,m,Harper Perennial Modern Classics,November 19th 2013
Balthasar's Odyssey,Amin Maalouf,3.86,m,Arcade Publishing,November 14th 2003
"Pale Horse, Pale Rider",Katherine Anne Porter,4.02,w,Houghton Mifflin Harcourt,June 18th 1990
Desolation Island,Patrick O'Brian,4.4,m,W. W. Norton Company,August 17th 1991
A Bride Most Begrudging,Deeanne Gist,3.97,m,Bethany House Publishers,July 1st 2005
The Tin Princess,Philip Pullman,3.8,m,Scholastic,2004
The Last Watch,Sergei Lukyanenko,4.12,m,Hachette Books,January 27th 2009
Simply Irresistible,Jill Shalvis,3.92,w,Forever,October 1st 2010
Journey by Moonlight,Antal Szerb,4.21,m,Pushkin Press,January 1st 2001
Terms of Endearment,Larry McMurtry,4.15,m,Orion Publishing Group,June 1st 2000
Hidden Away,Maya Banks,4.24,w,Berkley Sensation,March 1st 2011
Ransom My Heart,"Meg Cabot , Mia Thermopolis",3.74,w;w,William Morrow Paperbacks,January 6th 2009
"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,4.02,m,Mariner Books,April 5th 2000
You are Not Alone: Michael: Through a Brother's Eyes,Jermaine Jackson,4.35,m,Touchstone,September 13th 2011
"An Unfinished Life: John F. Kennedy, 1917-1963",Robert Dallek,4.02,m,Back Bay Books,May 4th 2004
Quintessentially Q,Pepper Winters,4.34,m,Createspace Independent Publishing Platform,December 16th 2013
One with You,Sylvia Day,4.11,w,St. Martin's Griffin,April 5th 2016
Better When He's Bad,Jay Crownover,4.03,m,William Morrow,June 17th 2014
The Truth About Alice,Jennifer Mathieu,3.64,w,Roaring Brook Press,June 3rd 2014
Magic Shifts,Ilona Andrews,4.44,w,Ace,August 4th 2015
Traitor to the Throne,Alwyn Hamilton,4.33,m,Viking,March 7th 2017
Muse of Nightmares,Laini Taylor,4.46,m,"Little, Brown Books for Young Readers",October 2nd 2018
Boy Meets Girl: Say Hello to Courtship,Joshua Harris,3.75,m,Multnomah Books,July 26th 2005
Been Down So Long It Looks Like Up To Me,Richard Fariña,3.79,m,Penguin Classics,August 29th 1996
Ali and Nino,Kurban Said,3.93,m,Anchor Books,October 3rd 2000
The Life of Samuel Johnson,James Boswell,3.84,m,Everyman's Library,January 11th 1993
Ghost Country,Patrick Lee,4.11,m,Harper,December 28th 2010
A Tailor-Made Bride,Karen Witemeyer,4.06,w,Bethany House Publishers,June 1st 2010
If You Desire,Kresley Cole,4.07,m,Pocket,April 24th 2007
Shiver Trilogy Boxset,Maggie Stiefvater,4.27,w,Scholastic Press,July 12th 2011
Pigs Have Wings,P.G. Wodehouse,4.26,m,Penguin Books,October 1st 2000
Falling into Us,Jasinda Wilder,4.24,m,Jasinda Wilder,June 19th 2013
Discount Armageddon,Seanan McGuire,3.85,m,DAW,March 6th 2012
The Golden Door,Emily Rodda,4.09,w,Omnibus Books,September 1st 2011
